0,0,0,0
1,0,0,0
2,0,0,9
3,0,0,0
4,0,0,55
5,0,0,9
6,0,0,61
7,0,0,44
8,0,0,53
9,0,0,53
10,0,0,67
11,0,17706560,63
12,0,0,25
13,0,0,6
14,0,0,37
15,0,0,19
16,0,0,60
17,0,0,39
18,0,0,63
19,0,0,50
20,0,0,60
21,0,0,48
22,0,0,68
23,0,18883680,67
24,0,0,30
25,0,0,21
26,0,0,71
27,0,0,30
28,0,0,51
29,0,0,50
30,0,0,75
31,0,0,62
32,0,0,61
33,0,0,60
34,0,0,78
35,0,21305752,78
36,0,0,20
37,0,0,8
38,0,0,54
39,0,0,39
40,0,0,57
41,0,0,38
42,0,0,54
43,0,0,37
44,0,0,64
45,0,0,56
46,0,0,64
47,0,23676920,55
48,0,0,16
49,0,0,11
50,0,0,25
51,0,0,18
52,0,0,29
53,0,0,21
54,0,0,29
55,0,0,20
56,0,0,27
57,0,0,27
58,0,0,28
59,0,22663600,25
60,0,0,20
61,0,0,13
62,0,0,50
63,0,0,21
64,0,0,54
65,0,0,28
66,0,0,55
67,0,0,53
68,0,0,69
69,0,0,69
70,0,0,69
71,0,20919736,66
72,0,0,45
73,0,0,17
74,0,0,66
75,0,0,32
76,0,0,68
77,0,0,49
78,0,0,61
79,0,0,60
80,0,0,75
81,0,0,74
82,0,0,73
83,0,22239680,72
84,0,0,36
85,0,0,22
86,0,0,45
87,0,0,39
88,0,0,66
89,0,0,48
90,0,0,63
91,0,0,45
92,0,0,62
93,0,0,44
94,0,0,66
95,0,23543672,60
96,0,0,42
97,0,0,20
98,0,0,40
99,0,0,30
100,0,0,69
101,0,0,53
102,0,0,54
103,0,0,53
104,0,0,74
105,0,0,73
106,0,0,74
107,0,22261304,73
108,0,0,41
109,0,0,18
110,0,0,45
111,0,0,26
112,0,0,63
113,0,0,44
114,0,0,52
115,0,0,47
116,0,0,71
117,0,0,71
118,0,0,70
119,0,22167576,70
120,0,0,33
121,0,0,26
122,0,0,42
123,0,0,31
124,0,0,63
125,0,0,36
126,0,0,60
127,0,0,56
128,0,0,67
129,0,0,65
130,0,0,65
131,0,21492784,64
132,0,0,32
133,0,0,22
134,0,0,52
135,0,0,30
136,0,0,49
137,0,0,27
138,0,0,39
139,0,0,33
140,0,0,49
141,0,0,46
142,0,0,62
143,0,21110728,62
144,0,0,30
145,0,0,17
146,0,0,38
147,0,0,36
148,0,0,37
149,0,0,30
150,0,0,36
151,0,0,30
152,0,0,41
153,0,0,41
154,0,0,47
155,0,22198736,42
156,0,0,39
157,0,0,30
158,0,0,47
159,0,0,43
160,0,0,46
161,0,0,41
162,0,0,62
163,0,0,47
164,0,0,61
165,0,0,39
166,0,0,60
167,0,19838840,54
168,0,0,43
169,0,0,31
170,0,0,43
171,0,0,43
172,0,0,55
173,0,0,49
174,0,0,68
175,0,0,63
176,0,0,63
177,0,0,57
178,0,0,65
179,0,23730472,54
180,0,0,39
181,0,0,32
182,0,0,55
183,0,0,44
184,0,0,64
185,0,0,41
186,0,0,67
187,0,0,55
188,0,0,71
189,0,0,58
190,0,0,71
191,0,23519216,61
192,0,0,30
193,0,0,24
194,0,0,41
195,0,0,37
196,0,0,49
197,0,0,35
198,0,0,71
199,0,0,57
200,0,0,71
201,0,0,71
202,0,0,68
203,0,24186376,55
204,0,0,22
205,0,0,19
206,0,0,44
207,0,0,29
208,0,0,52
209,0,0,35
210,0,0,66
211,0,0,46
212,0,0,64
213,0,0,53
214,0,0,75
215,0,21722760,65
216,0,0,26
217,0,0,25
218,0,0,48
219,0,0,28
220,0,0,62
221,0,0,34
222,0,0,63
223,0,0,52
224,0,0,75
225,0,0,65
226,0,0,69
227,0,22281064,68
228,0,0,20
229,0,0,11
230,0,0,54
