0,0,0,0
1,0,0,0
2,0,0,8
3,0,0,0
4,0,0,52
5,0,0,15
6,0,0,54
7,0,0,49
8,0,0,55
9,0,0,55
10,0,0,57
11,0,20607680,57
12,0,0,39
13,0,0,9
14,0,0,55
15,0,0,28
16,0,0,60
17,0,0,53
18,0,0,58
19,0,0,53
20,0,0,62
21,0,0,60
22,0,0,72
23,0,22315280,68
24,0,0,55
25,0,0,21
26,0,0,75
27,0,0,56
28,0,0,68
29,0,0,55
30,0,0,75
31,0,0,72
32,0,0,76
33,0,0,73
34,0,0,83
35,0,24327440,69
36,0,0,69
37,0,0,30
38,0,0,63
39,0,0,61
40,0,0,57
41,0,0,53
42,0,0,67
43,0,0,56
44,0,0,72
45,0,0,71
46,0,0,76
47,0,25542800,76
48,0,0,77
49,0,0,54
50,0,0,66
51,0,0,58
52,0,0,68
53,0,0,64
54,0,0,65
55,0,0,63
56,0,0,71
57,0,0,53
58,0,0,67
59,0,25632720,67
60,0,0,65
61,0,0,42
62,0,0,69
63,0,0,60
64,0,0,73
65,0,0,61
66,0,0,73
67,0,0,70
68,0,0,81
69,0,0,66
70,0,0,68
71,0,29009920,63
72,0,0,50
73,0,0,39
74,0,0,45
75,0,0,37
76,0,0,63
77,0,0,49
78,0,0,58
79,0,0,50
80,0,0,67
81,0,0,62
82,0,0,63
83,0,28600136,53
84,0,0,33
85,0,0,16
86,0,0,46
87,0,0,32
88,0,0,63
89,0,0,43
90,0,0,66
91,0,0,61
92,0,0,67
93,0,0,61
94,0,0,71
95,0,25168448,64
96,0,0,46
97,0,0,36
98,0,0,70
99,0,0,48
100,0,0,53
101,0,0,49
102,0,0,61
103,0,0,61
104,0,0,78
105,0,0,73
106,0,0,78
107,0,25609440,73
108,0,0,58
109,0,0,41
110,0,0,47
111,0,0,38
112,0,0,62
113,0,0,57
114,0,0,56
115,0,0,51
116,0,0,58
117,0,0,51
118,0,0,63
119,0,26569392,61
120,0,0,46
121,0,0,32
122,0,0,56
123,0,0,51
124,0,0,53
125,0,0,53
126,0,0,63
127,0,0,56
128,0,0,71
129,0,0,65
130,0,0,71
131,0,28207040,63
132,0,0,50
133,0,0,31
134,0,0,60
135,0,0,49
136,0,0,65
137,0,0,57
138,0,0,64
139,0,0,57
140,0,0,58
141,0,0,58
142,0,0,76
143,0,26712480,69
144,0,0,46
145,0,0,32
146,0,0,65
147,0,0,58
148,0,0,64
149,0,0,61
150,0,0,61
151,0,0,58
152,0,0,72
153,0,0,58
154,0,0,73
155,0,26848768,66
156,3,0,48
157,4,0,39
158,4,0,50
159,5,0,39
160,5,0,61
161,5,0,56
162,7,0,71
163,7,0,70
164,9,0,92
165,11,0,82
166,15,0,100
167,16,23024240,82
168,20,0,79
169,21,0,54
170,23,0,84
171,25,0,72
172,27,0,81
173,28,0,78
174,29,0,93
175,31,0,90
176,35,0,104
177,37,0,104
178,40,0,107
179,41,20969448,104
180,43,0,92
181,44,0,72
182,45,0,104
183,45,0,80
184,47,0,111
185,47,0,107
186,48,0,107
187,48,0,107
188,49,0,111
189,50,0,111
190,50,0,121
191,51,17498960,114
192,55,0,124
193,56,0,107
194,0,0,137
195,8,0,109
196,7,0,134
197,4,0,109
198,2,0,134
199,2,0,118
200,2,0,128
201,1,0,131
202,1,0,122
203,0,9323904,120
204,0,0,117
205,1,0,96
206,1,0,129
207,0,0,89
208,0,0,108
209,1,0,111
210,0,0,123
211,0,0,110
212,0,0,147
213,0,0,136
214,0,0,129
215,0,13222968,107
216,0,0,116
217,0,0,75
218,0,0,124
219,0,0,97
220,0,0,102
221,0,0,91
222,0,0,113
223,0,0,94
224,0,0,133
225,0,0,114
226,0,0,116
227,0,14384208,98
228,0,0,111
229,0,0,82
230,1,0,108
