0, 3, 0, 24
1, 4, 0, 24
2, 8, 0, 24
3, 11, 0, 285
4, 17, 0, 311
5, 26, 0, 332
6, 29, 0, 315
7, 31, 0, 275
8, 39, 0, 278
9, 44, 0, 96
10, 45, 0, 90
11, 48, 0, 128
12, 49, 0, 146
13, 55, 0, 14
14, 57, 0, 20
15, 58, 0, 14
16, 60, 0, 24
17, 61, 0, 24
18, 65, 0, 24
19, 1, 1, 24
20, 7, 1, 24
21, 9, 1, 140
22, 13, 1, 283
23, 14, 1, 279
24, 18, 1, 279
25, 19, 1, 291
26, 24, 1, 343
27, 30, 1, 278
28, 34, 1, 275
29, 36, 1, 273
30, 38, 1, 266
31, 43, 1, 168
32, 45, 1, 123
33, 51, 1, 333
34, 60, 1, 24
35, 62, 1, 24
36, 5, 2, 24
37, 8, 2, 151
38, 10, 2, 304
39, 18, 2, 394
40, 22, 2, 913
41, 24, 2, 325
42, 27, 2, 338
43, 32, 2, 371
44, 35, 2, 365
45, 40, 2, 267
46, 45, 2, 122
47, 57, 2, 192
48, 64, 2, 24
49, 66, 2, 24
50, 69, 2, 24
51, 11, 3, 385
52, 14, 3, 315
53, 15, 3, 772
54, 18, 3, 766
55, 19, 3, 473
56, 25, 3, 882
57, 34, 3, 428
58, 36, 3, 387
59, 39, 3, 368
60, 53, 3, 327
61, 55, 3, 228
62, 68, 3, 24
63, 1, 4, 24
64, 3, 4, 24
65, 16, 4, 738
66, 23, 4, 1339
67, 24, 4, 729
68, 25, 4, 898
69, 27, 4, 1218
70, 32, 4, 1101
71, 40, 4, 1063
72, 41, 4, 614
73, 48, 4, 1250
74, 53, 4, 864
75, 55, 4, 437
76, 58, 4, 321
77, 60, 4, 274
78, 61, 4, 195
79, 6, 5, 295
80, 14, 5, 1208
81, 21, 5, 1461
82, 26, 5, 1278
83, 38, 5, 1145
84, 43, 5, 1173
85, 46, 5, 1021
86, 49, 5, 1604
87, 58, 5, 385
88, 59, 5, 405
89, 65, 5, 62
90, 66, 5, 24
91, 69, 5, 24
92, 8, 6, 1308
93, 13, 6, 1651
94, 14, 6, 1145
95, 15, 6, 1290
96, 18, 6, 1970
97, 20, 6, 1680
98, 22, 6, 1681
99, 24, 6, 1556
100, 31, 6, 1677
101, 42, 6, 1842
102, 51, 6, 1957
103, 53, 6, 1598
104, 56, 6, 1044
105, 60, 6, 521
106, 67, 6, 24
107, 0, 7, 24
108, 3, 7, 105
109, 4, 7, 269
110, 8, 7, 1404
111, 9, 7, 1549
112, 13, 7, 1411
113, 25, 7, 2138
114, 27, 7, 1614
115, 34, 7, 1463
116, 38, 7, 1452
117, 46, 7, 2001
118, 49, 7, 2058
119, 60, 7, 400
120, 61, 7, 765
121, 64, 7, 306
122, 0, 8, 24
123, 6, 8, 907
124, 16, 8, 2308
125, 30, 8, 2013
126, 40, 8, 2179
127, 41, 8, 2188
128, 49, 8, 2448
129, 54, 8, 2123
130, 58, 8, 1209
131, 63, 8, 622
132, 65, 8, 159
133, 67, 8, 24
134, 5, 9, 434
135, 6, 9, 594
136, 7, 9, 1364
137, 11, 9, 1898
138, 21, 9, 1820
139, 29, 9, 2021
140, 38, 9, 1278
141, 48, 9, 2268
142, 49, 9, 2028
143, 61, 9, 749
144, 66, 9, 24
145, 69, 9, 24
146, 0, 10, 24
147, 3, 10, 14
148, 4, 10, 307
149, 9, 10, 1088
150, 17, 10, 1995
151, 34, 10, 1633
152, 35, 10, 1344
153, 36, 10, 1330
154, 41, 10, 2114
155, 44, 10, 2451
156, 45, 10, 2151
157, 49, 10, 2218
158, 56, 10, 1762
159, 60, 10, 769
160, 65, 10, 166
161, 66, 10, 111
162, 69, 10, 24
163, 3, 11, 24
164, 12, 11, 1631
165, 19, 11, 1901
166, 24, 11, 2061
167, 26, 11, 1952
168, 30, 11, 1369
169, 33, 11, 1223
170, 34, 11, 1255
171, 36, 11, 1395
172, 37, 11, 1308
173, 51, 11, 2450
174, 54, 11, 1980
175, 55, 11, 1754
176, 57, 11, 1786
177, 60, 11, 685
178, 64, 11, 164
179, 4, 12, 139
180, 8, 12, 650
181, 13, 12, 1694
182, 16, 12, 1985
183, 19, 12, 2588
184, 25, 12, 2567
185, 27, 12, 2202
186, 43, 12, 2087
187, 60, 12, 967
188, 61, 12, 309
189, 65, 12, 121
190, 69, 12, 24
191, 9, 13, 1003
192, 10, 13, 1612
193, 21, 13, 2382
194, 27, 13, 2415
195, 30, 13, 1387
196, 36, 13, 1579
197, 37, 13, 1671
198, 41, 13, 2105
199, 43, 13, 2112
200, 44, 13, 2192
201, 45, 13, 2106
202, 49, 13, 2516
203, 51, 13, 2383
204, 55, 13, 2178
205, 59, 13, 1808
206, 65, 13, 92
207, 69, 13, 24
208, 2, 14, 24
209, 6, 14, 245
210, 10, 14, 1671
211, 19, 14, 2585
212, 23, 14, 2281
213, 29, 14, 2462
214, 35, 14, 1846
215, 40, 14, 2192
216, 48, 14, 2380
217, 57, 14, 1806
218, 67, 14, 24
219, 0, 15, 24
220, 2, 15, 51
221, 4, 15, 433
222, 5, 15, 356
223, 6, 15, 566
224, 8, 15, 1281
225, 12, 15, 2021
226, 19, 15, 2470
227, 25, 15, 2477
228, 31, 15, 2205
229, 33, 15, 1846
230, 36, 15, 1793
231, 37, 15, 2078
232, 38, 15, 2005
233, 40, 15, 2560
234, 46, 15, 2201
235, 48, 15, 1893
236, 50, 15, 2222
237, 59, 15, 1122
238, 61, 15, 668
239, 62, 15, 275
240, 64, 15, 108
241, 67, 15, 24
242, 69, 15, 24
243, 0, 16, 24
244, 7, 16, 853
245, 13, 16, 1988
246, 17, 16, 2335
247, 20, 16, 2124
248, 21, 16, 2116
249, 26, 16, 2117
250, 28, 16, 2841
251, 29, 16, 2711
252, 32, 16, 2021
253, 46, 16, 2095
254, 47, 16, 1291
255, 48, 16, 1906
256, 52, 16, 2518
257, 58, 16, 748
258, 65, 16, 2
259, 8, 17, 1039
260, 9, 17, 907
261, 16, 17, 2518
262, 17, 17, 2626
263, 21, 17, 2165
264, 26, 17, 2611
265, 33, 17, 2045
266, 34, 17, 2134
267, 36, 17, 1456
268, 41, 17, 2220
269, 44, 17, 2268
270, 49, 17, 2096
271, 53, 17, 2433
272, 56, 17, 1576
273, 57, 17, 1335
274, 61, 17, 662
275, 63, 17, 305
276, 68, 17, 24
277, 0, 18, 24
278, 8, 18, 1650
279, 11, 18, 1286
280, 16, 18, 2619
281, 24, 18, 2437
